filename	acq_time
eeg/sub-0001_ses-preimplant10_task-positive_run-01_eeg.edf	2023-06-20T18:59:33.000000Z
eeg/sub-0001_ses-preimplant10_task-positive_run-02_eeg.edf	2023-06-20T18:59:33.000000Z
eeg/sub-0001_ses-preimplant10_task-positive_run-03_eeg.edf	2023-06-20T18:59:33.000000Z
eeg/sub-0001_ses-preimplant10_task-positive_run-04_eeg.edf	2023-06-20T18:59:33.000000Z
eeg/sub-0001_ses-preimplant10_task-positive_run-05_eeg.edf	2023-06-20T18:59:33.000000Z
eeg/sub-0001_ses-preimplant10_task-positive_run-06_eeg.edf	2023-06-20T18:59:33.000000Z
eeg/sub-0001_ses-preimplant10_task-positive_run-07_eeg.edf	2023-06-20T18:59:34.000000Z
eeg/sub-0001_ses-preimplant10_task-positive_run-08_eeg.edf	2023-06-20T18:59:34.000000Z
eeg/sub-0001_ses-preimplant10_task-positive_run-09_eeg.edf	2023-06-20T18:59:34.000000Z
